30.672009,104.083154
30.626193,104.094176
30.639177,104.102513
30.641592,104.103906
30.672736,104.123666
30.624032,104.093342
30.646346,104.084244
30.650665,104.116482
30.642099,104.081686
30.650833,104.126346
30.608904,104.099397
30.663502,104.056461
30.682178,104.044964
30.661261,103.993317
30.663184,104.04058
30.653897,104.041064
30.669928,104.001434
30.651748,104.02034
30.660634,104.035156
30.609212,103.995526
30.704294,104.007424
30.607848,103.989788
30.707766,104.021414
30.607261,103.989716
30.594338,104.058052
30.562469,104.068995
30.590331,104.05062
30.593876,104.054291
30.582638,104.059962
30.608855,103.989303
30.64318,103.978618
30.608035,103.990367
30.605965,104.131028
30.643008,104.103676
30.668696,104.083545
30.606749,104.131999
30.618116,104.132334
30.601914,104.05549
30.607754,104.07599
30.605787,104.130969
30.603364,104.003436
30.664509,104.040706
30.602248,104.12543
30.596996,104.082852
30.593046,104.065589
30.60092,104.073272
30.639258,104.032025
30.623936,104.033618
30.60636,104.131633
30.631858,104.14812
30.618682,104.146855
30.629584,104.06007
30.63305,104.044913
30.656412,104.067603
30.64898,104.073451
30.664231,104.077786
30.645898,104.05569
30.703292,104.072194
30.616578,104.127924
30.654859,104.068724
30.705709,104.103822
30.572447,103.985488
30.639948,104.117852
30.635576,104.079923
30.646284,104.041366
30.695573,104.072739
30.642427,104.048274
30.674943,104.053921
30.636784,104.030966
30.697068,103.965021
30.713486,103.99142
30.710687,104.034946
30.728812,104.026188
30.587161,104.03278
30.695689,104.072588
30.671666,104.075578
30.630374,104.138718
30.648395,104.108133
30.636019,104.127792
30.598898,104.085892
30.622112,104.12425
30.638053,104.107769
30.64522,104.062645
30.641672,104.103946
30.659874,104.086267
30.662371,104.08582
30.684554,104.111736
30.669628,104.08092
30.67922,104.073079
30.641898,104.087668
30.715418,104.111628
30.678411,104.115667
30.657918,104.089837
30.667553,104.098616
30.705616,104.11747
30.653036,104.079014
30.66254,104.029832
30.653503,104.049144
30.650331,104.067454
30.582856,104.028487
30.677872,104.054122
30.678294,104.072662
30.655592,104.065837
30.65042,104.081621
30.651475,104.086392
30.653723,104.066052
30.670099,104.06377
30.591408,104.049453
30.648751,104.0663
30.599422,103.996993
30.628669,104.048492
30.64118,104.056365
30.594984,104.050742
30.547751,104.07191
30.602933,104.029838
30.594277,104.053878
30.583615,104.035278
30.551127,104.049126
30.553617,104.049444
30.60026,104.03797
30.601514,104.074023
30.639193,103.987751
30.631797,104.003924
30.551762,104.069756
30.636317,104.081927
30.625866,104.094104
30.617708,104.09276
30.627305,104.05028
30.633258,104.027786
30.608418,104.094962
30.622228,104.09803
30.591232,104.085926
30.611308,103.988068
30.632858,103.994486
30.645013,104.012775
30.62483,104.058866
30.673888,103.996763
30.672072,103.966898
30.685154,103.961612
30.65002,103.998238
30.6515,104.023198
30.63205,104.04015
30.654638,104.047286
30.627635,104.076488
30.64045,104.085875
30.625585,104.044982
30.632964,104.051128
30.596386,104.054504
30.647924,104.116587
30.601361,104.054478
30.560642,104.07381
30.62748,104.050047
30.632046,103.993014
30.638295,104.085622
30.630423,104.053986
30.625175,104.045416
30.651656,104.068383
30.628108,104.144011
30.615758,104.099024
30.618436,104.109845
30.608571,104.061568
