1,30.623526,104.093119,0,2014/8/4 08:30:33
1,30.623567,104.092992,0,2014/8/4 08:30:18
1,30.623759,104.093297,1,2014/8/4 08:29:48
1,30.624537,104.093566,1,2014/8/4 08:31:02
1,30.624656,104.096139,1,2014/8/4 08:28:41
1,30.624707,104.096305,1,2014/8/4 08:28:33
1,30.625312,104.094017,1,2014/8/4 08:31:33
1,30.625363,104.094052,1,2014/8/4 08:29:18
1,30.625545,104.094409,1,2014/8/4 08:29:11
1,30.625885,104.096947,1,2014/8/4 08:28:03
1,30.627327,104.097771,1,2014/8/4 08:27:32
1,30.627368,104.097812,1,2014/8/4 08:27:31
1,30.627514,104.094316,1,2014/8/4 08:32:03
1,30.628544,104.096406,1,2014/8/4 08:27:01
1,30.629013,104.096539,1,2014/8/4 08:26:50
1,30.629583,104.094904,1,2014/8/4 08:32:34
1,30.629828,104.096966,1,2014/8/4 08:26:19
1,30.630099,104.094906,1,2014/8/4 08:32:39
1,30.632220,104.094148,1,2014/8/4 08:33:10
1,30.632318,104.094065,1,2014/8/4 08:33:40
1,30.632340,104.098306,1,2014/8/4 08:25:48
1,30.633605,104.093574,1,2014/8/4 08:34:11
1,30.634300,104.093437,1,2014/8/4 08:34:42
1,30.634365,104.099403,1,2014/8/4 08:25:18
1,30.634515,104.099505,1,2014/8/4 08:24:47
1,30.634630,104.093346,1,2014/8/4 08:35:12
1,30.634636,104.093351,1,2014/8/4 08:35:43
1,30.635843,104.092978,1,2014/8/4 08:36:13
1,30.636231,104.100504,1,2014/8/4 08:24:17
1,30.636910,104.092516,1,2014/8/4 08:36:44
1,30.637896,104.101577,1,2014/8/4 08:23:46
1,30.638389,104.091596,1,2014/8/4 08:37:15
1,30.638985,104.102187,1,2014/8/4 08:23:16
1,30.639547,104.090804,1,2014/8/4 08:37:45
1,30.639881,104.090226,1,2014/8/4 08:38:16
1,30.639900,104.090101,1,2014/8/4 08:38:18
1,30.640622,104.103317,1,2014/8/4 08:22:45
1,30.641077,104.103531,1,2014/8/4 08:22:14
1,30.641131,104.089011,1,2014/8/4 08:38:48
1,30.641619,104.103944,1,2014/8/4 08:20:42
1,30.641621,104.103945,1,2014/8/4 08:21:13
1,30.641624,104.103942,1,2014/8/4 08:21:43
1,30.641659,104.114023,1,2014/8/4 09:00:38
1,30.641742,104.114545,1,2014/8/4 09:00:31
1,30.642076,104.081666,0,2014/8/4 09:16:58
1,30.642121,104.081707,1,2014/8/4 09:17:14
1,30.642132,104.114684,1,2014/8/4 09:00:01
1,30.642158,104.086993,0,2014/8/4 08:40:57
1,30.642183,104.081516,1,2014/8/4 09:17:17
1,30.642213,104.087309,1,2014/8/4 08:39:13
1,30.642283,104.087344,1,2014/8/4 08:39:14
1,30.642319,104.081098,1,2014/8/4 09:17:21
1,30.642366,104.087224,0,2014/8/4 08:40:50
1,30.642449,104.080365,0,2014/8/4 09:16:27
1,30.642459,104.086257,0,2014/8/4 08:41:10
1,30.642513,104.080035,0,2014/8/4 09:16:22
1,30.642683,104.087025,0,2014/8/4 08:40:07
1,30.642723,104.087411,1,2014/8/4 08:39:20
1,30.642741,104.080118,1,2014/8/4 09:17:51
1,30.642751,104.086948,0,2014/8/4 08:40:22
1,30.642816,104.080155,1,2014/8/4 09:17:53
1,30.642932,104.086997,1,2014/8/4 08:39:36
1,30.643020,104.087110,0,2014/8/4 08:40:37
1,30.643087,104.087051,0,2014/8/4 08:40:35
1,30.643091,104.104904,1,2014/8/4 08:20:12
1,30.643103,104.085098,0,2014/8/4 08:41:40
1,30.643126,104.085080,0,2014/8/4 08:42:11
1,30.643139,104.085080,0,2014/8/4 08:42:42
1,30.643229,104.115000,1,2014/8/4 08:59:30
1,30.643241,104.110481,1,2014/8/4 09:01:09
1,30.643363,104.083683,0,2014/8/4 08:43:12
1,30.643419,104.080273,0,2014/8/4 09:15:27
1,30.643433,104.080300,0,2014/8/4 09:15:58
1,30.643614,104.083351,0,2014/8/4 08:43:23
1,30.643673,104.083357,0,2014/8/4 08:43:24
1,30.643681,104.080625,1,2014/8/4 09:18:24
1,30.643777,104.080701,1,2014/8/4 09:19:56
1,30.643783,104.080690,1,2014/8/4 09:18:55
1,30.643783,104.080691,1,2014/8/4 09:19:25
