1,30.654345,104.121917,0,2014/8/3 8:00
1,30.654482,104.12176,0,2014/8/3 8:00
3,30.605914,104.131591,0,2014/8/3 8:00
4,30.608606,104.026421,1,2014/8/3 8:00
4,30.609793,104.024211,1,2014/8/3 8:00
4,30.61075,104.022364,1,2014/8/3 8:00
4,30.611808,104.020551,1,2014/8/3 8:00
4,30.613138,104.018869,1,2014/8/3 8:00
4,30.614619,104.017221,1,2014/8/3 8:00
5,30.706865,104.072316,0,2014/8/3 8:00
6,30.643613,104.086596,0,2014/8/3 8:00
6,30.643634,104.0866,0,2014/8/3 8:00
7,30.604713,103.990019,0,2014/8/3 8:00
8,30.595833,104.089493,1,2014/8/3 8:00
8,30.596318,104.08731,1,2014/8/3 8:00
8,30.596842,104.084863,1,2014/8/3 8:00
8,30.597383,104.0825,1,2014/8/3 8:00
8,30.597743,104.080578,1,2014/8/3 8:00
8,30.597914,104.078473,1,2014/8/3 8:00
9,30.682097,104.000057,0,2014/8/3 8:00
9,30.682449,104.000647,0,2014/8/3 8:00
9,30.682587,103.999651,0,2014/8/3 8:00
9,30.683026,103.998277,0,2014/8/3 8:00
9,30.683235,103.99745,0,2014/8/3 8:00
10,30.594287,104.136057,0,2014/8/3 8:00
10,30.594877,104.135138,0,2014/8/3 8:00
11,30.63164,104.094348,1,2014/8/3 8:00
11,30.632731,104.093798,1,2014/8/3 8:00
11,30.63325,104.093625,1,2014/8/3 8:00
11,30.633258,104.093608,1,2014/8/3 8:00
11,30.634163,104.093329,1,2014/8/3 8:00
11,30.635811,104.092823,1,2014/8/3 8:00
12,30.664425,104.065421,0,2014/8/3 8:00
12,30.66443,104.065441,0,2014/8/3 8:00
12,30.664431,104.065442,0,2014/8/3 8:00
12,30.664436,104.065447,0,2014/8/3 8:00
12,30.664437,104.065446,0,2014/8/3 8:00
12,30.664457,104.065395,0,2014/8/3 8:00
13,30.638574,104.091369,1,2014/8/3 8:00
13,30.640554,104.089744,1,2014/8/3 8:00
13,30.64074,104.089884,1,2014/8/3 8:00
13,30.640816,104.089374,1,2014/8/3 8:00
13,30.640856,104.089811,1,2014/8/3 8:00
13,30.640977,104.089267,1,2014/8/3 8:00
13,30.641055,104.089359,1,2014/8/3 8:00
14,30.62571,104.167398,1,2014/8/3 8:00
15,30.646348,104.124565,0,2014/8/3 8:00
15,30.64657,104.124363,0,2014/8/3 8:00
15,30.646616,104.124313,0,2014/8/3 8:00
16,30.685706,104.108871,0,2014/8/3 8:00
16,30.685707,104.108859,0,2014/8/3 8:00
16,30.68571,104.108884,0,2014/8/3 8:00
16,30.685712,104.108853,0,2014/8/3 8:00
16,30.685713,104.108857,0,2014/8/3 8:00
16,30.685713,104.108868,0,2014/8/3 8:00
17,30.678004,104.040067,0,2014/8/3 8:00
17,30.678652,104.038639,0,2014/8/3 8:00
19,30.681798,104.029175,0,2014/8/3 8:00
19,30.681798,104.029175,0,2014/8/3 8:00
20,30.603304,104.149642,0,2014/8/3 8:00
20,30.603304,104.149642,0,2014/8/3 8:00
21,30.577466,103.959211,0,2014/8/3 8:00
22,30.685834,104.070118,1,2014/8/3 8:00
22,30.685888,104.065794,1,2014/8/3 8:00
22,30.685901,104.065914,1,2014/8/3 8:00
24,30.670911,104.123111,0,2014/8/3 8:00
24,30.670911,104.123111,0,2014/8/3 8:00
25,30.673428,103.990181,1,2014/8/3 8:00
25,30.675048,103.991006,1,2014/8/3 8:00
26,30.678353,104.001256,0,2014/8/3 8:00
26,30.678353,104.001256,0,2014/8/3 8:00
27,30.647667,104.077979,0,2014/8/3 8:00
27,30.647667,104.077979,0,2014/8/3 8:00
28,30.674128,104.104353,1,2014/8/3 8:00
28,30.674516,104.105676,1,2014/8/3 8:00
29,30.628342,103.983421,1,2014/8/3 8:00
29,30.630483,103.98275,1,2014/8/3 8:00
30,30.676842,104.113339,1,2014/8/3 8:00
30,30.677897,104.116862,1,2014/8/3 8:00
31,30.626277,104.046931,0,2014/8/3 8:00
31,30.62914,104.048784,0,2014/8/3 8:00
32,30.7177,104.044571,0,2014/8/3 8:00
32,30.7177,104.044571,0,2014/8/3 8:00
34,30.64552,104.074939,1,2014/8/3 8:00
34,30.64552,104.074939,1,2014/8/3 8:00
35,30.663984,104.162663,0,2014/8/3 8:00
35,30.664944,104.162815,0,2014/8/3 8:00
35,30.665954,104.162828,0,2014/8/3 8:00
35,30.667005,104.162756,0,2014/8/3 8:00
35,30.667941,104.162487,0,2014/8/3 8:00
35,30.668602,104.162084,0,2014/8/3 8:00
36,30.688156,104.090672,0,2014/8/3 8:00
36,30.688159,104.090667,0,2014/8/3 8:00
36,30.688164,104.090666,0,2014/8/3 8:00
36,30.68817,104.090675,0,2014/8/3 8:00
36,30.688174,104.090684,0,2014/8/3 8:00
36,30.688175,104.09069,0,2014/8/3 8:00
37,30.764227,104.111488,0,2014/8/3 8:00
37,30.764227,104.111488,0,2014/8/3 8:00
38,30.63639,104.127092,1,2014/8/3 8:00
38,30.636445,104.12572,1,2014/8/3 8:00
38,30.636898,104.124134,1,2014/8/3 8:00
38,30.637412,104.122313,1,2014/8/3 8:00
38,30.637554,104.122642,1,2014/8/3 8:00
39,30.692742,104.07303,0,2014/8/3 8:00
39,30.692742,104.07303,0,2014/8/3 8:00
40,30.723024,104.055857,0,2014/8/3 8:00
40,30.723024,104.055857,0,2014/8/3 8:00
43,30.684541,104.092154,0,2014/8/3 8:00
43,30.686502,104.093457,0,2014/8/3 8:00
44,30.651492,104.092716,1,2014/8/3 8:00
44,30.652337,104.090969,1,2014/8/3 8:00
44,30.652954,104.08958,1,2014/8/3 8:00
44,30.653492,104.088418,1,2014/8/3 8:00
44,30.653845,104.087654,1,2014/8/3 8:00
44,30.65389,104.087568,1,2014/8/3 8:00
45,30.650918,104.036211,0,2014/8/3 8:00
45,30.651242,104.038337,0,2014/8/3 8:00
46,30.718872,104.065971,0,2014/8/3 8:00
46,30.719312,104.065074,0,2014/8/3 8:00
46,30.719746,104.064161,0,2014/8/3 8:00
46,30.720116,104.063397,0,2014/8/3 8:00
46,30.72052,104.062736,0,2014/8/3 8:00
46,30.721129,104.06151,0,2014/8/3 8:00
47,30.658758,104.055552,0,2014/8/3 8:00
47,30.658904,104.055102,0,2014/8/3 8:00
47,30.659131,104.054487,0,2014/8/3 8:00
47,30.659135,104.055866,0,2014/8/3 8:00
47,30.659473,104.053682,0,2014/8/3 8:00
47,30.660043,104.056186,0,2014/8/3 8:00
48,30.704496,104.013402,0,2014/8/3 8:00
49,30.652292,104.06538,1,2014/8/3 8:00
49,30.652316,104.065414,1,2014/8/3 8:00
49,30.652328,104.065408,1,2014/8/3 8:00
49,30.652387,104.065523,1,2014/8/3 8:00
49,30.652391,104.065528,1,2014/8/3 8:00
49,30.65245,104.065378,1,2014/8/3 8:00
50,30.669153,104.055059,1,2014/8/3 8:00
50,30.66987,104.053627,1,2014/8/3 8:00
50,30.670513,104.052398,1,2014/8/3 8:00
50,30.671042,104.051216,1,2014/8/3 8:00
50,30.671724,104.050004,1,2014/8/3 8:00
50,30.672472,104.048561,1,2014/8/3 8:00
51,30.694379,104.056627,1,2014/8/3 8:00
51,30.694383,104.056238,1,2014/8/3 8:00
52,30.599095,104.044096,1,2014/8/3 8:00
52,30.599751,104.042336,1,2014/8/3 8:00
52,30.600566,104.040673,1,2014/8/3 8:00
52,30.601364,104.03938,1,2014/8/3 8:00
52,30.603325,104.036222,1,2014/8/3 8:00
53,30.666589,104.033708,0,2014/8/3 8:00
54,30.701135,104.069809,0,2014/8/3 8:00
54,30.70114,104.06981,0,2014/8/3 8:00
54,30.701147,104.069819,0,2014/8/3 8:00
54,30.701153,104.069823,0,2014/8/3 8:00
54,30.701158,104.069828,0,2014/8/3 8:00
54,30.701159,104.069829,0,2014/8/3 8:00
55,30.599004,104.045547,1,2014/8/3 8:00
